Domain Name,Domain Type,Agency,City,State,Latitude,Longitude
GAUTIER-MS.GOV,City,Non-Federal Agency,Gautier,MS,30.38575993,-88.61168735
GENEVAOHIO.GOV,City,Non-Federal Agency,Geneva,OH,39.66200628,-82.43348809
GEORGETOWN-MI.GOV,City,Non-Federal Agency,Jenison,MI,42.9072488,-85.79197656
GEORGETOWNKY.GOV,City,Non-Federal Agency,Georgetown,KY,38.20979615,-84.55882949
GEORGETOWNTX.GOV,City,Non-Federal Agency,Georgetown,TX,30.63268902,-97.67722639
GERMANTOWN-TN.GOV,City,Non-Federal Agency,Germantown,TN,35.08675828,-89.8100885
GETTYSBURG-PA.GOV,City,Non-Federal Agency,Gettysburg,PA,39.83092579,-77.23109924
GILBERTAZ.GOV,City,Non-Federal Agency,Gilbert,AZ,33.35282814,-111.7890271
GILLETTEWY.GOV,City,Non-Federal Agency,Gillette,WY,44.29108751,-105.5022165
GIRARDKANSAS.GOV,City,Non-Federal Agency,Girard,KS,37.51115664,-94.83801884
GLASTONBURY-CT.GOV,City,Non-Federal Agency,Glastonbury,CT,41.71231684,-72.60814647
GLENDALE-WI.GOV,City,Non-Federal Agency,Glendale,WI,43.13528857,-87.93563584
GLENDALEAZ.GOV,City,Non-Federal Agency,Glendale,AZ,33.53864815,-112.1859864
GLENDALECA.GOV,City,Non-Federal Agency,Glendale,CA,34.14250807,-118.2550794
GLENNHEIGHTSTX.GOV,City,Non-Federal Agency,Glenn Heights,TX,32.5487495,-96.85666571
GLENVIEWKY.GOV,City,Non-Federal Agency,Glenview,KY,38.3083959,-85.65023914
GLENWILLOW-OH.GOV,City,Non-Federal Agency,Glenwillow,OH,41.36171695,-81.46955663
GLENWOODSPRINGSCO.GOV,City,Non-Federal Agency,Glenwood Springs,CO,39.55053767,-107.3247798
GLOBEAZ.GOV,City,Non-Federal Agency,GLOBE,AZ,33.39421997,-110.7864981
GLOUCESTER-MA.GOV,City,Non-Federal Agency,Gloucester,MA,42.61592666,-70.66198817
GODDARDKS.GOV,City,Non-Federal Agency,Goddard,KS,37.65973796,-97.57532843
GODLEYTX.GOV,City,Non-Federal Agency,Godley,TX,32.44902934,-97.52668775
GOFFSTOWNNH.GOV,City,Non-Federal Agency,Goffstown,NH,43.02035977,-71.6003484
GOLDBEACHOREGON.GOV,City,Non-Federal Agency,GoldBeach,OR,42.40732967,-124.4217686
GOLDENVALLEYMN.GOV,City,Non-Federal Agency,Golden Valley,MN,45.00968724,-93.34911896
GOLDSBORONC.GOV,City,Non-Federal Agency,Goldsboro,NC,35.38487932,-77.99276915
GOODLETTSVILLE-TN.GOV,City,Non-Federal Agency,Goodlettsville,TN,36.32310907,-86.7133283
GOODYEARAZ.GOV,City,Non-Federal Agency,Goodyear,AZ,35.21768766,-114.0151776
GOSHEN-OH.GOV,City,Non-Federal Agency,Goshen,OH,39.23338781,-84.16131676
GOSHENCT.GOV,City,Non-Federal Agency,Goshen,CT,41.83175874,-73.22510922
GPSHORESMI.GOV,City,Non-Federal Agency,Grosse Pointe Shores,MI,42.43669856,-82.87685625
GRAFTON-MA.GOV,City,Non-Federal Agency,Grafton,MA,42.20703894,-71.68561583
GRANBY-CT.GOV,City,Non-Federal Agency,Granby,CT,41.95398589,-72.78870645
GRANBY-MA.GOV,City,Non-Federal Agency,Granby,MA,42.25647605,-72.51619713
GRANDTERRACE-CA.GOV,City,Non-Federal Agency,Grand Terrace,CA,34.03389671,-117.3136459
GRANDVIEW-IN.GOV,City,Non-Federal Agency,Grandview,IN,39.87031979,-86.19581573
GRANGERIOWA.GOV,City,Non-Federal Agency,Granger,IA,41.76109701,-93.82438928
GRANITEFALLSWA.GOV,City,Non-Federal Agency,Granite Falls,WA,48.08398993,-121.9687393
GRANITEQUARRYNC.GOV,City,Non-Federal Agency,Granite Quarry ,NC,35.61235664,-80.44672989
GRANTFORKIL.GOV,City,Non-Federal Agency,Highland,IL,38.73948914,-89.67119933
GRANTSPASSOREGON.GOV,City,Non-Federal Agency,Grants Pass,OR,42.43900686,-123.3283882
GRANTSVILLEUT.GOV,City,Non-Federal Agency,Grantsville,UT,40.59993905,-112.4643992
GRAPEVINETEXAS.GOV,City,Non-Federal Agency,Grapevine,TX,32.93428878,-97.07806856
GRAPEVINETX.GOV,City,Non-Federal Agency,Grapevine,TX,32.93428878,-97.07806856
GREECENY.GOV,City,Non-Federal Agency,Rochester,NY,43.15477634,-77.61555862
GREENBAYWI.GOV,City,Non-Federal Agency,Green Bay,WI,44.51915877,-88.01982787
GREENBELTMD.GOV,City,Non-Federal Agency,Greenbelt,MD,39.00454712,-76.87552729
GREENCASTLEPA.GOV,City,Non-Federal Agency,Greencastle,PA,39.79036639,-77.72776966
GREENEVILLETN.GOV,City,Non-Federal Agency,Greeneville,TN,36.16315726,-82.83098732
GREENFIELD-MA.GOV,City,Non-Federal Agency,Greenfield,MA,42.58758817,-72.59952973
GREENFIELD-NH.GOV,City,Non-Federal Agency,Greenfield,NH,42.95063845,-71.87229977
GREENHOUSTONTX.GOV,City,Non-Federal Agency,Houston,TX,29.76327617,-95.36326623
GREENISLANDNY.GOV,City,Non-Federal Agency,Green Island,NY,42.74423727,-73.69150633
GREENSBORO-GA.GOV,City,Non-Federal Agency,Greensboro,GA,33.57567987,-83.18237913
GREENSBORO-NC.GOV,City,Non-Federal Agency,Greensboro,NC,36.07263879,-79.79197949
GREENSBOROGA.GOV,City,Non-Federal Agency,Greensboro,GA,33.57567987,-83.18237913
GREENVILLENC.GOV,City,Non-Federal Agency,Greenville,NC,35.61265811,-77.36634824
GREENVILLESC.GOV,City,Non-Federal Agency,Greenville,SC,34.85261706,-82.39400859
GRESHAMOREGON.GOV,City,Non-Federal Agency,Gresham,OR,45.49817739,-122.4314783
GREYFOREST-TX.GOV,City,Non-Federal Agency,Grey Forest,TX,29.61549579,-98.68085783
GRIMESIOWA.GOV,City,Non-Federal Agency,Grimes,IA,41.68831597,-93.79105624
GROTON-CT.GOV,City,Non-Federal Agency,Groton,CT,41.35009898,-72.07840848
GROTONMA.GOV,City,Non-Federal Agency,Groton,MA,42.61119758,-71.57450719
GROTONSD.GOV,City,Non-Federal Agency,Groton,SD,45.44745789,-98.09870849
GROVECITYOHIO.GOV,City,Non-Federal Agency,Grove City,OH,39.88144731,-83.09295857
GROVELAND-FL.GOV,City,Non-Federal Agency,Groveland,FL,28.55804912,-81.85118576
GULFBREEZEFL.GOV,City,Non-Federal Agency,Gulf Breeze,FL,30.35713797,-87.16385983
GULFPORT-MS.GOV,City,Non-Federal Agency,Gulfport,MS,30.36741956,-89.09281615
GULFSHORESAL.GOV,City,Non-Federal Agency,Gulf Shores,AL,30.24603833,-87.70081968
GUNNISONCO.GOV,City,Non-Federal Agency,Gunnison,CO,38.54581733,-106.9253187
GUNTERSVILLEAL.GOV,City,Non-Federal Agency,Guntersville,AL,34.35814693,-86.29469895
GUNTERTX.GOV,City,Non-Federal Agency,Gunter,TX,32.8687296,-95.62967859
GUSTAVUS-AK.GOV,City,Non-Federal Agency,Gustavus,AK,58.41332733,-135.7369371
GWSCO.GOV,City,Non-Federal Agency,Glenwood Springs,CO,39.55053767,-107.3247798
HADDONFIELD-NJ.GOV,City,Non-Federal Agency,Haddonfield,NJ,39.89149942,-75.03766988
HADLEYMA.GOV,City,Non-Federal Agency,Hadley,MA,42.34175698,-72.58841572
HAHIRAGA.GOV,City,Non-Federal Agency,Hahira,GA,30.9913072,-83.37265825
HALLANDALEBEACHFL.GOV,City,Non-Federal Agency,hallandale beach,FL,25.98119979,-80.14837936
HAMILTON-NY.GOV,City,Non-Federal Agency,HAMILTON,NY,42.82700742,-75.54461739
HAMILTON-OH.GOV,City,Non-Federal Agency,Hamilton,OH,39.39949957,-84.56133577
HAMPDENMAINE.GOV,City,Non-Federal Agency,Hampden,ME,44.74451677,-68.83697711
HAMPSTEADMD.GOV,City,Non-Federal Agency,Hampstead,MD,39.60482985,-76.84997856
HAMPTON.GOV,City,Non-Federal Agency,Hampton,VA,37.02986585,-76.34521785
HAMPTONGA.GOV,City,Non-Federal Agency,Hampton,GA,33.38705661,-84.28297697
HAMPTONNH.GOV,City,Non-Federal Agency,Hampton,NH,42.93758961,-70.83893946
HAMPTONSC.GOV,City,Non-Federal Agency,Hampton,SC,32.87793578,-81.12760947
HAMPTONVA.GOV,City,Non-Federal Agency,Hampton,VA,37.02986585,-76.34521785
HANKSVILLEUTAH.GOV,City,Non-Federal Agency,Hanksville,UT,38.37303716,-110.7140365
HANNIBAL-MO.GOV,City,Non-Federal Agency,Hannibal,MO,39.70837917,-91.3584776
HANOVER-MA.GOV,City,Non-Federal Agency,Hanover,MA,42.11315927,-70.81198686
HANOVERVA.GOV,City,Non-Federal Agency,Hanover,VA,37.76652698,-77.37025839
HANSON-MA.GOV,City,Non-Federal Agency,Hanson,MA,42.07509715,-70.88003882
HAPPYVALLEYOR.GOV,City,Non-Federal Agency,Happy Valley,OR,45.44678745,-122.530366
HARMARTOWNSHIP-PA.GOV,City,Non-Federal Agency,Freeport,PA,40.67394848,-79.6847675
HARMONYTWP-NJ.GOV,City,Non-Federal Agency,Phillipsburg,NJ,40.69370623,-75.19017934
HARPERCOUNTYKS.GOV,City,Non-Federal Agency,Anthony,KS,37.15335739,-98.03116948
HARRAH-OK.GOV,City,Non-Federal Agency,Harrah,OK,35.48950854,-97.16363747
HARRINGTONPARKNJ.GOV,City,Non-Federal Agency,HARRINGTON PARK,NJ,40.98370999,-73.97985875
HARRISBURGPA.GOV,City,Non-Federal Agency,Harrisburg,PA,40.2737,-76.8844185
HARRISBURGSD.GOV,City,Non-Federal Agency,Harrisburg,SD,43.4313668,-96.69726735
HARRISON-NY.GOV,City,Non-Federal Agency,Harrison,NY,40.9689873,-73.71262746
HARRISONBURGVA.GOV,City,Non-Federal Agency,Harrisonburg,VA,38.44956637,-78.8689179
HARRISONOH.GOV,City,Non-Federal Agency,Harrison,OH,40.28339664,-81.06648689
HARRISONOHIO.GOV,City,Non-Federal Agency,Harrison,OH,40.28339664,-81.06648689
HARRISONTWP-PA.GOV,City,Non-Federal Agency,Natrona Heights,PA,40.62339997,-79.72976801
HARTFORD.GOV,City,Non-Federal Agency,Hartford,CT,41.76370678,-72.68508964
HARTSVILLESC.GOV,City,Non-Federal Agency,Hartsville,SC,34.37403952,-80.07339802
HARWICH-MA.GOV,City,Non-Federal Agency,Harwich,MA,41.68621916,-70.07584768
HASTINGSMN.GOV,City,Non-Federal Agency,Hastings,MN,44.74329738,-92.85242603
HAVERHILLMA.GOV,City,Non-Federal Agency,Haverhill,MA,42.77619793,-71.07727881
HAVREDEGRACEMD.GOV,City,Non-Federal Agency,Havre de Grace,MD,39.54927778,-76.09161585
HAWTHORNECA.GOV,City,Non-Federal Agency,Hawthorne,CA,33.91639863,-118.3525677
HAYESTOWNSHIPMI.GOV,City,Non-Federal Agency,Charlevoix,MI,45.31805837,-85.25839591
HAYSIVIRGINIA.GOV,City,Non-Federal Agency,Haysi,VA,37.20538628,-82.29402746
HAYWARD-CA.GOV,City,Non-Federal Agency,Hayward,CA,37.66881815,-122.0807974
HAZARDKY.GOV,City,Non-Federal Agency,Hazard,KY,37.24953636,-83.19322767
HAZLEHURSTGA.GOV,City,Non-Federal Agency,Hazlehurst,GA,31.86962926,-82.59429932
HEADOFTHEHARBORNY.GOV,City,Non-Federal Agency,Saint James,NY,40.87898629,-73.15677828
HEATHOHIO.GOV,City,Non-Federal Agency,Heath,OH,40.02283826,-82.4445976
HEDWIGTX.GOV,City,Non-Federal Agency,Houston,TX,29.76327617,-95.36326623
HELENAMT.GOV,City,Non-Federal Agency,Helena,MT,46.59270976,-112.0361092
HELOTES-TX.GOV,City,Non-Federal Agency,Helotes,TX,29.57800961,-98.68974904
HENDERSONNEVADA.GOV,City,Non-Federal Agency,Henderson,NV,36.03969722,-114.9819393
HENDERSONNV.GOV,City,Non-Federal Agency,Henderson,NV,36.03969722,-114.9819393
HENDERSONTN.GOV,City,Non-Federal Agency,Henderson,TN,35.439239,-88.64143871
HENDERSONVILLENC.GOV,City,Non-Federal Agency,Hendersonville,NC,35.31872619,-82.46094915
HEREFORD-TX.GOV,City,Non-Federal Agency,Hereford,TX,34.81505889,-102.397699
HERNDON-VA.GOV,City,Non-Federal Agency,Herndon,VA,38.96954923,-77.38609698
HEYWORTH-IL.GOV,City,Non-Federal Agency,Heyworth,IL,40.31336848,-88.97368923
HIALEAHFL.GOV,City,Non-Federal Agency,Hialeah,FL,25.85759575,-80.27810735
HIAWASSEEGA.GOV,City,Non-Federal Agency,Hiawassee,GA,34.94925948,-83.75738761
HICKORYCREEK-TX.GOV,City,Non-Federal Agency,Hickory Creek,TX,33.1223361,-97.04305717
HICKORYNC.GOV,City,Non-Federal Agency,Hickory,NC,35.73318892,-81.34119652
HIDEOUTUTAH.GOV,City,Non-Federal Agency,Hideout,UT,40.63803717,-111.4107592
HIGHLANDHEIGHTS-KY.GOV,City,Non-Federal Agency,Highland Heights,KY,39.03311959,-84.45188748
HIGHLANDIL.GOV,City,Non-Federal Agency,Highland,IL,38.73948914,-89.67119933
HIGHLANDS-NY.GOV,City,Non-Federal Agency,Highland Falls,NY,41.36925828,-73.96624745
HIGHPOINT-NC.GOV,City,Non-Federal Agency,High Point,NC,35.95568967,-80.00531906
HIGHPOINTNC.GOV,City,Non-Federal Agency,High Point,NC,35.95568967,-80.00531906
HILLIARDOHIO.GOV,City,Non-Federal Agency,Hilliard,OH,40.03339882,-83.15824778
HILLSBORO-OREGON.GOV,City,Non-Federal Agency,HILLSBORO,OR,45.5228892,-122.9898292
HILLSBOROUGHNC.GOV,City,Non-Federal Agency,Hillsborough,NC,36.07541955,-79.09972942
HILTONHEADISLANDSC.GOV,City,Non-Federal Agency,Hilton Head Island,SC,32.21631899,-80.75260825
HINGHAM-MA.GOV,City,Non-Federal Agency,Hingham,MA,42.24176686,-70.88976695
HIRAM-GA.GOV,City,Non-Federal Agency,Hiram,GA,33.87565925,-84.76215745
HOBOKENNJ.GOV,City,Non-Federal Agency,Hoboken,NJ,40.74398927,-74.03235559
HOLBROOKMA.GOV,City,Non-Federal Agency,Holbrook,MA,42.15509555,-71.0086599
HOLDEN-MA.GOV,City,Non-Federal Agency,Holden,MA,42.3517596,-71.86340856
HOLDENMA.GOV,City,Non-Federal Agency,HOLDEN,MA,42.3517596,-71.86340856
HOLDERNESS-NH.GOV,City,Non-Federal Agency,Holderness,NH,43.73201662,-71.58840646
HOLLANDTOWNSHIPNJ.GOV,City,Non-Federal Agency,Milford,NJ,40.56870732,-75.09461682
HOLLYWOODPARK-TX.GOV,City,Non-Federal Agency,Hollywood Park,TX,29.60049862,-98.48723551
HOMERGLENIL.GOV,City,Non-Federal Agency,Homer Glen,IL,41.6000293,-87.93810612
HOMEWOODIL.GOV,City,Non-Federal Agency,Homewood,IL,41.5572561,-87.6655968
HONDO-TX.GOV,City,Non-Federal Agency,Hondo,TX,29.34745907,-99.14141896
HOOPESTON-IL.GOV,City,Non-Federal Agency,Hoopeston,IL,40.46725932,-87.66835956
HOOVERAL.GOV,City,Non-Federal Agency,Hoover,AL,33.40538798,-86.8113791
HOOVERALABAMA.GOV,City,Non-Federal Agency,Hoover,AL,33.40538798,-86.8113791
HOPEDALE-MA.GOV,City,Non-Federal Agency,Hopedale,MA,42.13064922,-71.54116965
HOPEWELLVA.GOV,City,Non-Federal Agency,HOPEWELL,VA,37.304319,-77.28719576
HOPKINSPARK-IL.GOV,City,Non-Federal Agency,Hopkins Park,IL,41.06336643,-87.6250284
HOPKINSVILLE-KY.GOV,City,Non-Federal Agency,Hopkinsville,KY,36.86559893,-87.48861851
HOPKINTON-NH.GOV,City,Non-Federal Agency,Hopkinton,NH,43.19146608,-71.67534774
HOPKINTONMA.GOV,City,Non-Federal Agency,Hopkinton,MA,42.22870902,-71.5225593
HORICONNY.GOV,City,Non-Federal Agency,Brant Lake,NY,43.67645555,-73.74956918
HORSESHOE-BAY-TX.GOV,City,Non-Federal Agency,Horseshoe Bay,TX,30.54824952,-98.33779927
HOUSTON-AK.GOV,City,Non-Federal Agency,Houston,AK,61.63027636,-149.8180595
HOUSTONTX.GOV,City,Non-Federal Agency,Houston,TX,29.76327617,-95.36326623
HPCA.GOV,City,Non-Federal Agency,Huntington Park,CA,33.98167884,-118.225067
HRPDCVA.GOV,City,Non-Federal Agency,Chesapeake,VA,36.81903706,-76.27493859
HUACHUCACITYAZ.GOV,City,Non-Federal Agency,Huachuca City,AZ,31.62786571,-110.3339688
HUDSONNH.GOV,City,Non-Federal Agency,Hudson,NH,42.76480944,-71.43978915
HULMEVILLE-PA.GOV,City,Non-Federal Agency,Hulmeville,PA,40.14316658,-74.91099712
HUMBLETX.GOV,City,Non-Federal Agency,Humble,TX,29.99882577,-95.2621557
HUNTINGBURG-IN.GOV,City,Non-Federal Agency,Huntingburg,IN,38.29893774,-86.95499736
HUNTINGTONBEACHCA.GOV,City,Non-Federal Agency,Huntington Beach,CA,33.66029936,-117.9992276
HUNTINGTONNY.GOV,City,Non-Federal Agency,Huntington,NY,40.86814675,-73.42567892
HUNTSPOINT-WA.GOV,City,Non-Federal Agency,Hunts Point,WA,47.63757555,-122.225599
HUNTSVILLEAL.GOV,City,Non-Federal Agency,Huntsville,AL,34.7303674,-86.58609759
HUNTSVILLETX.GOV,City,Non-Federal Agency,Huntsville,TX,30.72352696,-95.55077809
HURLOCK-MD.GOV,City,Non-Federal Agency,Hurlock,MD,38.62427687,-75.8543789
HURONTOWNSHIP-MI.GOV,City,Non-Federal Agency,New Boston,MI,42.16253789,-83.40298556
HURSTTX.GOV,City,Non-Federal Agency,Hurst,TX,32.82345912,-97.17056685
HUTTOTX.GOV,City,Non-Federal Agency,Hutto,TX,30.54269701,-97.54666598
HVLNC.GOV,City,Non-Federal Agency,Hendersonville,NC,35.31872619,-82.46094915
IDABEL-OK.GOV,City,Non-Federal Agency,Idabel,OK,33.89565997,-94.82632887
IDAHOFALLSIDAHO.GOV,City,Non-Federal Agency,Idaho Falls,ID,43.46657617,-112.0341384
ILWACO-WA.GOV,City,Non-Federal Agency,Ilwaco,WA,46.30898744,-124.0432082
IMPERIALBEACHCA.GOV,City,Non-Federal Agency,Imperial Beach,CA,32.58393637,-117.1130762
INDEPENDENCEKS.GOV,City,Non-Federal Agency,INDEPENDENCE,KS,37.2242396,-95.70830911
INDEPENDENCEMO.GOV,City,Non-Federal Agency,Independence,MO,39.09111944,-94.41550633
INDEPENDENCEOHIO.GOV,City,Non-Federal Agency,Independence,OH,41.36865984,-81.63789569
INDIANAPOLIS-IN.GOV,City,Non-Federal Agency,Indianapolis,IN,39.76837684,-86.15803708
INDIANHEADPARK-IL.GOV,City,Non-Federal Agency,Indian Head Park,IL,41.77030769,-87.9022758
INDIANOLAIOWA.GOV,City,Non-Federal Agency,Indianola,IA,41.35804978,-93.55743697
INDIANOLAMS.GOV,City,Non-Federal Agency,Indianola,MS,33.45094644,-90.65508652
INDIANPOINT-MO.GOV,City,Non-Federal Agency,Branson,MO,36.64366962,-93.21850905
INDY.GOV,City,Non-Federal Agency,Indianapolis,IN,39.76837684,-86.15803708
INGLESIDETX.GOV,City,Non-Federal Agency,Ingleside,TX,27.87779949,-97.21165721
INTERLACHEN-FL.GOV,City,Non-Federal Agency,Interlachen,FL,29.62385604,-81.89036828
INVERNESS-FL.GOV,City,Non-Federal Agency,Inverness,FL,28.83581847,-82.33036624
INVERNESS-IL.GOV,City,Non-Federal Agency,Inverness,IL,42.11807733,-88.09618609
IPSWICH-MA.GOV,City,Non-Federal Agency,Ipswich,MA,42.67925854,-70.84115777
IPSWICHMA.GOV,City,Non-Federal Agency,Ipswich,MA,42.67925854,-70.84115777
IRONTONMO.GOV,City,Non-Federal Agency,Ironton,MO,37.59727,-90.62733748
IRVINGTONNY.GOV,City,Non-Federal Agency,Irvington,NY,41.03921707,-73.86822815
IRWINDALECA.GOV,City,Non-Federal Agency,Irwindale,CA,34.10694772,-117.9353377
ISLIP-NY.GOV,City,Non-Federal Agency,Islip,NY,40.72981553,-73.21038653
ISLIPNY.GOV,City,Non-Federal Agency,Islip,NY,40.72981553,-73.21038653
ISLIPTOWN-NY.GOV,City,Non-Federal Agency,Islip,NY,40.72981553,-73.21038653
ISSAQUAHWA.GOV,City,Non-Federal Agency,Issaquah,WA,47.53009808,-122.0326156
JACINTOCITY-TX.GOV,City,Non-Federal Agency,Jacinto City,TX,29.7674473,-95.23381721
JACKSON-SC.GOV,City,Non-Federal Agency,Jackson,SC,33.32541658,-81.78788988
JACKSONMS.GOV,City,Non-Federal Agency,Jackson,MS,32.29875618,-90.18480625
JACKSONTOWNSHIP-PA.GOV,City,Non-Federal Agency,Myerstown,PA,40.37453605,-76.30272812
JACKSONTOWNSHIPPA.GOV,City,Non-Federal Agency,Jackson Township,PA,40.37533698,-76.33366737
JACKSONTWP-PA.GOV,City,Non-Federal Agency,Reeders,PA,41.01897787,-75.3360159
JACKSONVILLENC.GOV,City,Non-Federal Agency,Jacksonville,NC,34.7540488,-77.43023807
JAMESTOWN-NC.GOV,City,Non-Federal Agency,Jamestown,NC,35.99429624,-79.93530977
JAMESTOWNRI.GOV,City,Non-Federal Agency,Jamestown,RI,41.49704694,-71.36727808
JAMESTOWNTN.GOV,City,Non-Federal Agency,Jamestown,TN,36.4275673,-84.93188689
JANESVILLEMN.GOV,City,Non-Federal Agency,Janesville,MN,44.11607554,-93.70799811
JEFFERSONCITYMO.GOV,City,Non-Federal Agency,Jefferson City,MO,38.57669809,-92.17351728
JEFFERSONTOWNKY.GOV,City,Non-Federal Agency,Jeffersontown,KY,38.19423653,-85.56439576
JEMEZSPRINGS-NM.GOV,City,Non-Federal Agency,Jemez Springs,NM,35.76863677,-106.6922574
JERICHOVT.GOV,City,Non-Federal Agency,Jericho,VT,44.50393662,-72.99762741
JERSEYCITYNJ.GOV,City,Non-Federal Agency,Jersey City,NJ,40.72815967,-74.07763957
JESUPGA.GOV,City,Non-Federal Agency,Jesup,GA,31.60743753,-81.88538723
JOHNSCREEKGA.GOV,City,Non-Federal Agency,Johns Creek,GA,34.02892915,-84.19857796
JOHNSONCITYTN.GOV,City,Non-Federal Agency,Johnson City,TN,36.31343942,-82.35346719
JONESVILLENC.GOV,City,Non-Federal Agency,Jonesville,NC,36.2392995,-80.84451709
JORDANMN.GOV,City,Non-Federal Agency,Jordan,MN,44.66690766,-93.62689731
JUNCTIONCITY-KS.GOV,City,Non-Federal Agency,Junction City,KS,39.02860649,-96.83139595
JUNCTIONCITYOREGON.GOV,City,Non-Federal Agency,Junction City,OR,44.21928738,-123.2056481
KANNAPOLISNC.GOV,City,Non-Federal Agency,Concord,NC,35.40874971,-80.57950861
KANSASCITYMO.GOV,City,Non-Federal Agency,Kansas City,MO,39.09972718,-94.57856736
KCMO.GOV,City,Non-Federal Agency,Kansas City,MO,39.09972718,-94.57856736
KEANSBURGNJ.GOV,City,Non-Federal Agency,Keansburg,NJ,40.44176909,-74.12985744
KELSO.GOV,City,Non-Federal Agency,Kelso,WA,46.14677684,-122.9084359
KEMAH-TX.GOV,City,Non-Federal Agency,Kemah,TX,29.54272824,-95.02047765
KENMOREWA.GOV,City,Non-Federal Agency,Kenmore,WA,47.75731892,-122.2440069
KENNEBUNKPORTME.GOV,City,Non-Federal Agency,Kennebunkport,ME,43.36174897,-70.47671711
KENNESAW-GA.GOV,City,Non-Federal Agency,Kennesaw,GA,34.02342614,-84.61548846
KENTWA.GOV,City,Non-Federal Agency,Kent,WA,47.38092732,-122.2348367
KERRVILLETX.GOV,City,Non-Federal Agency,Kerrville,TX,30.04742596,-99.14031656
KILLEENTEXAS.GOV,City,Non-Federal Agency,Killeen,TX,31.11711604,-97.7277974
KILLINGLYCT.GOV,City,Non-Federal Agency,Danielson,CT,41.80259683,-71.88590656
KINDERHOOK-NY.GOV,City,Non-Federal Agency,Niverville,NY,42.44091919,-73.66094955
KINGSLANDGA.GOV,City,Non-Federal Agency,Kingsland,GA,30.79995718,-81.68982558
KINGSPORTTN.GOV,City,Non-Federal Agency,Kingsport,TN,36.54842657,-82.5618167
KINGSTON-NY.GOV,City,Non-Federal Agency,Kingston,NY,41.92703779,-73.99735769
KINGSTONSPRINGS-TN.GOV,City,Non-Federal Agency,Kingston Springs,TN,36.10199869,-87.11500766
KINROSSTOWNSHIP-MI.GOV,City,Non-Federal Agency,Kincheloe,MI,42.01965757,-86.05213898
KINSTONNC.GOV,City,Non-Federal Agency,Kinston,NC,35.26265667,-77.58163613
KIRKLANDWA.GOV,City,Non-Federal Agency,Kirkland,WA,47.68148715,-122.208739
KISSIMMEEFL.GOV,City,Non-Federal Agency,Kissimmee,FL,28.30467661,-81.41666832
KITTERYME.GOV,City,Non-Federal Agency,Kittery,ME,43.08813725,-70.73615958
KITTYHAWKNC.GOV,City,Non-Federal Agency,Kitty Hawk,NC,36.06460701,-75.7057256
KNIGHTDALENC.GOV,City,Non-Federal Agency,Knightdale,NC,35.78764758,-78.48055736
KNOXVILLEIA.GOV,City,Non-Federal Agency,Knoxville,IA,41.32082908,-93.10936673
KNOXVILLEIOWA.GOV,City,Non-Federal Agency,Knoxville,IA,41.32082908,-93.10936673
KNOXVILLETN.GOV,City,Non-Federal Agency,Knoxville,TN,35.96063923,-83.92073661
KUNAID.GOV,City,Non-Federal Agency,Kuna,ID,43.49182793,-116.4201197
LACKAWANNANY.GOV,City,Non-Federal Agency,Lackawanna,NY,42.82560805,-78.82336844
LACKAWAXENTOWNSHIPPA.GOV,City,Non-Federal Agency,Hawley,PA,41.47591682,-75.18211606
LAFOLLETTETN.GOV,City,Non-Federal Agency,LaFollette,TN,36.38285926,-84.11992944
LAGRANGEGA.GOV,City,Non-Federal Agency,LaGrange,GA,33.03928697,-85.03132806
LAGRANGENY.GOV,City,Non-Federal Agency,Lagrangeville,NY,41.65092879,-73.762906
LAGUNAHILLSCA.GOV,City,Non-Federal Agency,Laguna Hills,CA,33.5955996,-117.7003056
LAHABRACA.GOV,City,Non-Federal Agency,LA HABRA,CA,33.93195825,-117.9461683
LAKEFORESTCA.GOV,City,Non-Federal Agency,Lake Forest,CA,33.64696704,-117.6892186
LAKEGROVENY.GOV,City,Non-Federal Agency,Lake Grove,NY,40.8528796,-73.11510748
LAKEJACKSON-TX.GOV,City,Non-Federal Agency,Lake Jackson,TX,29.0338594,-95.43438692
LAKEJACKSONTX.GOV,City,Non-Federal Agency,Lake Jackson,TX,29.0338594,-95.43438692
LAKELANDGA.GOV,City,Non-Federal Agency,Lakeland,GA,33.76621996,-84.70493603
LAKELANDTN.GOV,City,Non-Federal Agency,Lakeland,TN,35.23063751,-89.74035819
LAKEPARKNC.GOV,City,Non-Federal Agency,Indian Trail,NC,35.07680966,-80.66923964
LAKEPROVIDENCELA.GOV,City,Non-Federal Agency,Lake Providence,LA,32.80429982,-91.17010632
LAKESITETN.GOV,City,Non-Federal Agency,Lakesite,TN,35.20867946,-85.12689958
LAKESTATION-IN.GOV,City,Non-Federal Agency,Lake Station,IN,41.57503852,-87.23891767
LAKESTEVENSWA.GOV,City,Non-Federal Agency,Lake Stevens,WA,48.01509654,-122.0637394
LAKEVILLE-MN.GOV,City,Non-Federal Agency,Lakeville,MN,44.64968768,-93.2427169
LAKEVILLEMN.GOV,City,Non-Federal Agency,Lakeville,MN,44.64968768,-93.2427169
LAKEVILLEMNFIRE.GOV,City,Non-Federal Agency,Lakeville,MN,44.64968768,-93.2427169
LAKEWAY-TX.GOV,City,Non-Federal Agency,Lakeway,TX,30.36376589,-97.97958606
LAKEWOODNJ.GOV,City,Non-Federal Agency,Lakewood,NJ,40.0978871,-74.21763565
LANCASTERNY.GOV,City,Non-Federal Agency,Lancaster,NY,42.90060739,-78.67030553
